username,comment/reply,time,likes,isReply,stance
@user-oy9zy4ds9m,Talent is a huge force multiplier. Hard work is just force. But you still have to work/use the force multiplier. Anything times zero is still zero.,1 year ago,1,False,Contra
@hleet,"I would add that, talented people might not feel as ""hard work"" when they do what they love, it's like having ""infinite interest"" and endurance to keep learning and experimenting in their field. Compared to what people tag as ""hard work""  to express  struggling to achieve something, to attain their goal. 
Confucius said : The man who loves his job never works a day in his life.",1 year ago,1,False,Neutral
@GuitarNooob,"Talent defines your borders. You can't achieve much with no talent, regardless of how hard do you work. And there is one more interesting thing: people like doing things that correspond to their talent. For example, if some guy is talented in math, he likes solve math problems and spend time on working with math. If someone talented in drawing, he/she normally like to draw, etc. So talented guy doesn't push himself to work hard, but he spend a lot of time on doing things that correspond to its talent, because he likes to do this. So, you will never beat talented guy, regardless of how hard you work.",1 year ago,1,False,Contra
@pallenda,"Since we can't scientifically indentify what a specific talent a person has, the whole talent point is kinda mute.

I find it silly when people say ""i can't do that I don't have the talent"" and therefor they never try or practice. Discipline and hard work is pretty much required to attain mastery. Try and find a great successful classical musician that never practiced over 1 hour per day.

Curiosity helps us find things that are interesting to us, but its mainly time spent on that interest that determine mastery.

I think this video just makes me even more sure that talent doesn't exist. And I think its kinda rude to say someone has talent, instead of saying they must have practiced  alot.

Edit: The you can work hard and do poorly. Yes but that is randomness of life, not because of lack of talent.",1 year ago,2,False,Pro
@thibautwoolace9350,"My Summary of this video in my own words (for increased retention):  Success = Hard Work X Talent X Efficiency. 

Putting in effort is an obligation for success, but it's very hard to overcome poor Learning Efficiency or bad study practices with more Hard Work. You can achieve the same results with less effort by increasing your learning efficiency. Or you can keep your effort constant and achieve much better results.

Take the time to learn how to learn. Invest in your ability to learn. Start by learning how to learn, then take action on this knowledge to turn it into habits. Good study techniques compound over time. As soon as you take action on this, you'll be able to absorb and retain information better. Allowing you to continue improving at a faster and faster rate.",1 year ago,0,False,Pro
@frankyhernandez7036,"If we say study, I dont hard work as my classmates but normally I have higher scores. Not that I am talented, but I dont spend time in things that will not be on the exam. I am picky on where I am spending my time. For example, Math, some classmates keeps solving exercise and believed that it makes them prepared in exam, me, I am spending time understanding fundementals of it so if it will be jumbled, I will still be able calculate and answer. I dont call it smart working as well - but I am saying making sure you have the Foundation, then you can easily do analytical thinking. Studying ahead of the topic also makes so much sense than studying post class, when you go to class you go, ohh yeah, now I get it, post class study will be like, ohh how it is done again, I already forgot.",1 year ago,0,False,Pro
@uniform375,"My mentor in the Army used to say practice doesn't make perfect, perfect practice makes perfect lol, now I just need to figure out what that means on my 3rd year of engineering  school cause I'm burning out.",1 year ago,2,False,Pro
@eliseoriondark7442,"""Right"" Hard Work that become look like a Talent but Wrong Hard Work can't compete "" The Talent """,1 year ago,1,False,Contra
@cryptidian3530,"Success is built of 3 things of equal value. Talent, Luck and Hard Work.",1 year ago,0,False,Neutral
@stg539,"If we compare the Talent and hard-work in this way
Talent is Energy
Hard-work is body
If we want to move both required...
Hard-work is like building a body through yoga, excercise, Zym,
Energy through healthy food ...

Hardtruth is Everyone has the Talent but hard-work plays individual interest...if we put effort upskilling ourself ..there talent plays a role...",1 year ago,0,False,Pro
@CreazyPeazy,With talent you can achieve greatness if you put the effort. People with no talent can still achieve a lot if they put the effort.,1 year ago,0,False,Neutral
@ngkhaijie,"I think that everybody knows the truth deep down, but have to lie to themselves to keep going. Just imagine if everyone comes to the realization that life mostly presetermined, many would lose hope and blame it on something they can't control, this would be bad overall for the functioning of society. Sometimes truth is not always the answer.",1 year ago,1,False,Pro
@howmathematicianscreatemat9226,You nailed it 👍,1 year ago,0,True,Pro
@kevinsho2601,"I think a lot of people think putting in time means working hard. A lot of people study but dont test themselves after reading a page and seeing if they remembered the information or seeing if they can summarize the information in there own words .  They also dont ever analyze where their studying is going wrong and make necessary adjustments  to their practice or studying. Basically, they are passivley doing something just going through the motions and not really working hard just doing something for a long time. You can read for 2 hours passively and really put in almost zero effort towards improving the goal you're trying to reach.",1 year ago,1,False,Pro
@DannyHatcherTech,"You assume hard work is time put in.
You assume talent is innate or natural.

I don't personally agree with those assumptions but following this logic.

How does someone without 'natural talent' compete if they don't put more time in? - assuming both have the same 'effectiveness' in practice.
Why would a 'naturally talented' person need an educator to help with practice if it is 'intuitive' to them?

I agree, effective practice is better, but that looks different for each person in each skill.

Not sure talent' or 'hard work' compared furthers that point 🤷‍♂
Would be good to get your thoughts.",1 year ago,1,False,Neutral
@gustavalbericchidurocher9764,"The thing that almost evrryone misses is how kind of either pyramidal or interconnected any deeper and wider (more complex) knowledge is and what does that mean practically, which is: if a knowledge depends on many others, you have to be fluent in all of them to get it fast, and if you don't (maybe even more because of how overwhelming, anxiogenic and (more soon than not) traumatic the run becomes), you are going to have to lose a lot of time catching up. My educated guess is that, then, 99% give up trying to beat the talented one - doesnt matter if it takes some hours or months - and among the 1% that didn't there are people who STILL HAD TALENT but will need a little more hard work to level with the anomaly.
The key takeaway is: if you truly learn all the bases, you will look like you have talent. You will stop feeling talented if you missed some important bases and will lose time to catch up, and you will feel mpre talented if you are some steps further (so use your imagination (i mean, try to do it.. Deliberately!",1 year ago,0,False,Neutral
@deror007,"Success = Hard work x Talent x Planning. Putting the effort into the right areas leads to less overall workloads, stress and greater scope of what you need to do in order to get to your goals.",1 year ago,0,False,Pro
@theontanga7141,leave a like. it reached me. and it definitely is what i needed to hear. im also from a disadvantaged background.,1 year ago,0,False,Pro
@masoodr971,All things equal (including difficulty of output ie. hard work) I’m taking the talent!,1 year ago,0,False,Contra
@pablo9471,"tbh I'm someone who's kinda naturally good at studying and learning and I get high marks with little effort , and I barely get a big benefit from your videos ( Even though I'm a big fan and I watch u alot )  , but when I think about an average hard working tough mindset student that listens to u and really does understand and do what u talk about , I really feel kinda afraid ( in a good challenging way) that that person might be one of my colleagues who's gonna eventually get the top ranks",1 year ago,0,False,Contra
@zatoshi8959,"It's good to work hard, effort is needed, failure is needed, and success keeps us going. But, there will be a time in our lives when hard work becomes a waste of time. What I have concluded is that it is not hard work but progress in our quality of life. It does not matter the career. We should should try hard in every endeavor, but if their is no progress, we have to let go and move on to something else we're we will progress, that our quality of life improves and wealth is earned. Passions are hobbies not money makers. We  only love our careers because our wealth and quality of life gives us the freedom to live and consume more.",1 year ago,0,False,Neutral
@sleepynerd19,It's true hard work is not enough . We can't be successful only by hard work there are many other factors required for being successful,1 year ago,0,False,Contra
@TheThinkersBible,"I actually watched this video based on its title so I could disagree with you 🙂 But the way you explained what you meant is something I 100% agree with. Working harder beats talent -- to a point. But as I discovered with a couple of hobbies I really wanted to excel at but simply couldn't, hard work even when it's done efficiently with training isn't enough if you lack the core talent to become that much better. In order for hard work to beat talent, the talent for both has to be within a tractable range, or if it's not then the much more talented person has to be lazy, demotivated or very disorganized/inefficient.",1 year ago,1,False,Pro
@theymademepickaname1248,"""Hard work is for people short on talent.""
-George Carlin",1 year ago,1,False,Contra
@ReviveHF,"Even in courtship, to engage in a successful relationship, hardwork needs to combine with mutual understanding and mutual interest.
Another example is in Back to the Future trilogy, both Marty and Dr Brown had to combine wisdom and hardwork to beat the odds. (Sun Tzu said :""Know yourself, know your enemy and you shall win hundred battles."" )",1 year ago,0,False,Pro
@bored-bt4nn,"I think like an game
Talent: Lvl 100
You: Lvl 5

If you farm hard enough you can became lvl 100

But at that time talent people might just lvl 150 now

You can try harder by sacrify your other time in life to get lvl 160
But this mean you will likely have alot of issue with other thing


In my oppinion description talent mean: You have environment, mental and luck to do the thing that you call talent and get to the point that you so good at early age

Example
Talent: You have family of singer so you been teached by your parent at the age of 4

Talent less: You have strict parent and the only thing you do is study but then you find yourselve at the age of 17 to became a singer. So you learn by yourselve without any parent help

Do you think in the end will you beat the talent people?

The answer is NO 
The only thing you will beat is yourselve",1 year ago,0,False,Contra
@valk200,Efficient study method result in better result and save A lot of valuable time. Facts.,1 year ago,0,False,Pro
@SiD19884,"Talent with consistency beat hardwork. Without talent with consistency will bring u to success but no where near as talent with consistency.

Talent witnout consistency will degrade that talent until it becomes non existant. Talent is not ""god's given constant stat"" on you either. It can flucuate and depends on how you cultivate it (hard work is not one of the cultivation method but rather abstract things like mental health, world outlook and naivete' affects talent)

This is my definition of talent after living for 3 and half decades as of now.",1 year ago,0,False,Contra
@Brodragon2225,Maybe hardwork cant beat talent but a person with hard work will surely do something,1 year ago,0,False,Pro
@errvega2705,Theres a simple analogy i always go by: Neep. If you have a smol neep then it doesnt matter what you do its always gon be smol. Thats talent.,3 months ago,0,False,Pro
@CodeySparkzVT,"This drives home what I wish I could say to those who are genuinely trying to improve but are having difficulty improving, while they are also refusing help from other people",1 year ago,2,False,Pro
@mohamedliberation6440,"That asset you have mentioned in the third reason .i believe that this is what talented people are born with they just need time to discover it and usually it will not take them that long , whereas hard working people weren't born with this assets which means it will  take them longer time to discover  it , and once they discover it they need to identify  it first and then proceed on working on it hence this is why it is difficult for many people to advance in some areas .And this is why i believe it is pretty much impossible for  hard work to beat talent but only in rare occasions .",1 year ago,0,False,Contra
@dreamy_dawn_0,"According to my calculation, it's  not about hard work, it's about better strategies and consistency",1 year ago,1,False,Neutral
@ashantilematthew6277,"There is a correlation with interest. If your brain isn't stimulated by the work you're doing, it will cause the work to become harder and more laborious. Whereas, if you are stimulated by the subject, your brain will release more dopamine, have higher absorption and retention of information and therefore not have to put in as much effort to get results.",1 year ago,0,False,Neutral
@sooyuaa__4005,What can we do other than flashcards? I usually try learn the information through flashcards then use past paper questions,1 year ago,0,False,Neutral
@skykid4000,"In response to the title, you’re right but, you can’t have one without the other to succeed. It’s not a case of one is better than the other. They need each other. You can’t be talented without working hard to really make something of your life and vice verser",10 months ago,0,False,Neutral
@sajidmughal100,"the full saying is, ""hard work beats talent when talent doesn't work hard""",1 year ago,1,False,Pro
@shaniandreas6333,"A Insightful stuff, dude❤",1 year ago,0,False,Pro
@ObscureHistory-j3e,Basically everyone that I've ever seen become successful worked their asses off to get there.,1 year ago,1,False,Pro
@sumayasadath4373,I think hard work never beats talent...when it does hard work itself becomes the talent...,1 year ago,0,False,Contra
@TheTiredhermit,Agree Just because you’re intelligent doesn’t mean you don’t work hard it just takes less effort,1 year ago,1,True,Pro
@skyhavender,"Art is the best example of talent vs hard work.

Talented artists are just monsters that dont even have to try to get amazing results.

While's others who dont have that talent. Will suck no matter how hard they try.",4 months ago,0,False,Contra
@xerxes5592,Hard work in right direction makes sense.,1 year ago,0,False,Pro
@PianoTortuga,"hard work, smart work, talent, access to quality resources, experience, they all count... another big factor is being in a position of power. when you are in a position of power, you pick up the things related to your position a lot faster. If you don't have that position, your learning becomes way more passive. So in a way, efficient learning is related to power, social status, peer recognition, and factors of this kind, which are rarely talked about.. This is also why people at the top seem like demi-gods, and people at the bottom struggle so much to climb up the ladder.",1 year ago,0,False,Neutral
@oscarfabian8898,"Most people only get to their talent level, once they reached, just a few of them start to work harder",1 year ago,0,False,Pro
@namevo1782,"Should I work hard in these 4 subjects, math, physics, biology, and chemistry? I never had an interest in those 4 subjects, but I'm getting tired of failing the test over and over again. (I'm Thai)",1 year ago,0,False,Pro
@fairuzanbar4526,Needed this one,1 year ago,1,False,Pro
@Gryf_,"Maturity > talent and privilege > no talent and no privilege.

From my experience, people who rigidly believe hard work beats talent either fail at life, or outwardly succeed but are complete disaster inside.",1 year ago,1,False,Contra
@MC-Minority,David Goggins: YOU DON'T KNOW ME SON!,1 year ago,1,False,Pro
@TheIllerX,"Well, one should do hard work to increase the talent. Sure, some talent är gentetic, but if you are reasonable intelligent you should have a good foundation.
But much of what we call talent is learned talent. 
But just hard work is not automatically good. You must do the right type of work.",1 year ago,1,False,Pro
@bonitoflakes8881,"My answer to this is, I agree with talent beats hard work especially when talent is also being worked on. 

but the thing here is, all of us have an 
“Unfair Advantage” in other words we are all talented at something. It may be useful or not, but we are naturally good at something. 

We have to recognize these talents that we have and learn how to appreciate them. 

Now, if you’re lucky enough to have talent in the things that we value in our society norms right now. For an example: maths in engineering.

Then you are one lucky person if you see yourself pursuing it as your major.

On the other-hand let’s say you’re a person who has the natural ability to play by the ear, but you’re majoring in engineering and maths is your weakest skill, then you’ll find yourself working hard and not reap a result better or the same as someone who is naturally good in maths and have put in less hours into studying. 


It goes both ways.",1 year ago,0,False,Contra
@Keshly16,"I might just be in for a treat. If I work hard, this wouldn't hurt. I already don't have to put much effort into thins and still come out on top. I'll continue working hard tho.",1 year ago,0,False,Pro
@errebusaether,This is why you gotta study smart not hard. This was a difficult lesson that I learned through experience and time.,1 year ago,0,False,Pro
@itscooldawgdonteventrip,"ahh let me see that video!!  I always thought that talent beats hard work. There are things I am talented at doing ( Coding, Learning stuff( I like ), having logic, intuition, ) that I see other people never succeed in reaching my level despite working hard or trying to work. They are slower or just do not seem to see the world of the things the same way",1 year ago,0,False,Contra
@marcuskwok606,"Talent is something you either have or don’t. So the best your really could do imo is put in the hard work and use strategies (hypothesising they do work reliably) that actually use your hard work efficiently. Is it enough? Debatable and depends on your desired identity, status and goals. But ofc it’s in your best favour to do that instead of doing nothing “because everyone’s just more talented than you.”",1 year ago,2,False,Pro
@gustavoteles5994,"SUMMARY
1) Hard work has diminishing returns.
    - Hard work is NOT enough. It can be futile.
2) Effort is fuel.
    - Be careful with SRS over-reliance. That's why you feel that sometimes you are fighting against your memory, because you are.
    - You can predict good results building a reasonable system.
3) Hard work is about the the type of work you do
   - Work smarter not, necessarilly, harder.
Solutions: Plan your next actions before acting and improve your metagonitive skills.",1 year ago,0,False,Pro
@flatujalok,"Professionally, the missing ingredient for me was politics. I have a high IQ, didn’t have to study much for my masters, can master any skill quickly. The only thing that got me was entry into the workforce. Intelligence/talent was actually a negative for me trying to get to be a boss. I actively pretend to be dumb so I don’t scare anybody above me. Finally figured out how to play politics, and that was the missing bit.",1 year ago,0,False,Contra
@jasonblack4208,"The elephant in the room: IQ is highly heritary, consistent over one's life and more correlated with high income than conscientiousness.",1 year ago,0,False,Contra
@m.t-thoughts8919,Hard work just shows how inefficient you are for your career. Which means that career path is with a high probability not yours actually.,1 year ago,1,False,Contra
@-Ice_Cold-,"or as an example a math. Some grasp complex tasks on the fly, while others, even after long memorization and training, cannot understand",1 year ago,0,True,Contra
@marcuskwok606,"⁠​⁠​⁠​⁠​⁠​⁠​⁠ @JustinSung Thanks for correcting me. May I ask what factors make so that it can only be trained to a certain extent? Also, by “processes” what do you mean? Like the intuitive ability to use/understand better encoding or deep processing to learn more efficiently? Thanks.",1 year ago,0,True,Neutral
@elliotanderson1585,"Does it matter? hard work is necessary, talent is not.",1 year ago,2,False,Pro
@ProfessorMorbid,"People with talent are psychologically held back because when they lose to someone with less talent more experience, they get discouraged due to there ego being broken and also due to them thinking they are better at everyone at what they are doing but feel double the pain when a less talented person beats them through hard work because their talent can only get them so far without any training.",4 months ago,0,False,Contra
@kingbucketz182,Not about how rough the road is. It’s about the vehicle you choose to traverse the land.,1 year ago,0,False,Pro
@antinson1,​I feel here's a lot of emphasis on remembering knowledge but understanding isn't covered is this because understanding speed is tied more to genetics(talent) where techniques aren't as effective?,1 year ago,0,False,Neutral
@Pilosofia,"telent is more like early-start hard working. there is no scientific profe that anyone just being so good at things without being working before on it. 5:13 hove no scientifically profe for that, it is more likely the bottom one is just smarter or the top one just being clever not early as the other one.",1 year ago,2,False,Contra
@DrakeStevenson-t9i,"In Kobe's case, you could easily make the argument that his ability to grind hard at physical activities and not succumb to injuries is a talent in itself",1 year ago,0,False,Pro
@waichui2988,"Hard work and talent are not mutually exclusive.  The most successful people in the world are people who are born with talent and work the hardest to develop the talent.  

If you are talented but do not put in the work, you will not reach your potential.

If you only work hard but not develope your brain, you get stuck at a low level.  Billions of poor people work hard but never get the chance to be educated.  They are stuck doing grunt work.",1 year ago,0,False,Pro
@Hi-v9d,"Hard work only= good
Talent only= good
Hard work + talent + poor = very good
.........................
Hard work + rich = very good
Talent + rich = very good
Hard work + talent + rich = excellent
.........
Basically being rich can replace talent or hard work.........
If you have attended a course of how to speak so creatively and cleaverly ofc you will succeed in conversation with your professor and your circle of friends will be of those who can make you succeed😉☺️,thanks with all respect.",1 year ago,0,False,Neutral
@fea-n7p,So having good processes naturally and as a baseline is what we would usually call talent,2 months ago,0,False,Neutral
@Cekavas,"Did you take the example of the axe from A.Lincoln's quote:
“Give me six hours to chop down a tree and I will spend the first four sharpening the axe.”?",1 year ago,1,False,Pro
@freespeechisneverwrong9351,"Ok some people should read Bounce - the myth of talent and the power of practice by Mathew Syed. There is no such thing as natural talent. HSBC had an ad a few years ago - it’s amazing how many late nights it takes to be an overnight success.
This is true providing all other things being equal. People can of course have a physique which makes them more suited to 100m sprint ie pygmies will not win any 100m sprints.
As for maths the only restricting factor is IQ. Most people with practice can massively improve their maths skills.",1 year ago,1,False,Pro
@alittax,Hard work beats no work; smart work beats hard work; and smart hard work beats hard work. And luck plays a role no matter what.,1 year ago,0,False,Neutral
@juliana_kate,"Agreed... Imo hard work + talent always beats just talent alone, but talent even without any effort/consistency can still often 'beat' hard work without talent.
I am a math student and while I am not a genius, things really are easier for me for some reason. I have friends who study triple the hours i do and do every single practice task/ go to every lecture and they have worse grades/ still don't understand the concepts. And like I know that they would deserve the grades I have more than I do, simply bc arguably I can just get away with being lazy most of the time, which is not sth I am proud of either...  (i ofc also try to work hard but honestly i am not on the same level as them lol).

And I have other friends too who are really like your typical math genius level type person and they don't get it, they keep saying they 'just studied hard' for it, and I mean, fair, but if you hadn't had the talent to begin with you would not be doing better than my other friends
Same goes for dancing, drawing, really whatever you can come up with i think.

Also i don't like the term 'beat' tbh, the most important part should be enjoying what you do and feeling proud of yourself for your work.",5 months ago,0,False,Neutral
@suichan_itsumokawaii,"hard work is great but you should make sure your working smartly
smart hard work ig

amazing video, thanks for sharing your experiences <3",1 year ago,0,False,Neutral
@CamelliaFlingert,"my lack of talent is - mental health problems, which i don't have an access to cure/fix, and those things makes my brain incapable of learn or do something at all, so i can't do anything with it by hardwork",1 year ago,0,False,Contra
@cooledcannon,Justin can you answer the corollary? I don't want to work hard but I want to succeed.,1 year ago,0,False,Pro
@Ww3iscomingnow,Hardwork will have a positive result if you do what you like,1 year ago,0,False,Pro
@jufialio6287,"With hard work you develop the talent, you just have to training more then who born talented, but it's totally possible to achieve high level, when you actually learned something, you do less effort exactly like a talented. I saw a lot examples of this in my life, included myself.",1 year ago,0,False,Pro
@chrisanderson7820,"This struck me working in auditing/investigations. I worked with a lot of highly educated hard working people (far more than I) who had no ability to do pattern recognition, either mathematical or psychological. I could pick up a document/spreadsheet/perform an interview and see all the issues at hand whereas no matter how many times I'd talk people through it, they just couldn't see it. Sometimes it felt like their education and expectations were more blinders than enablers. When I hired people as auditors I had to look for pattern recognition skills and almost ignore their qualifications or experience (past a certain minimum).",1 year ago,1,False,Pro
@WolframtheBlessed3499,"I hear all these people in the comments section and I hear the argument, bitching and belly-aching that hard work doesn't work from people that used hard work to get to where they are, JUST to turn around and complain that ""hardwork doesn't work."" 
Yes, everybody's body is different and everybody's brain is different, so when someone with a bigger brain than you works slightly harder than you they will get better results, but it doesn't mean that we are not fit for something or that hard work is not the answer. I have friends that finished my academic program in half of the time that I finished it, and when I asked them how they did it and it were able to maintain their grades none of them could honestly tell me how they did it. It took me 6 years but it took them 3, and today i am there fucking supervisor! So HOW does hardwork not beat talent when talent doesn't work hard? There is NO SECRET people, work yourbass off if you want something, but know that there will ALWAYS be a fucking Mozart that won't need to work as hard as you to achieve ten times what you do. That's just the way the world works, cause there is no such thing as ""fair.""",1 year ago,1,False,Pro
@bydlakbolszewik847,"""hard work beats talent every time"" - someone who's extremely talented and doesn't work hard",this month,0,False,Pro
@LuRybz,"Pro Tip: Hard Work does not beat talent, it is true. but experience is extremelly powerful.
I've only realized it when I started working.",1 year ago,0,False,Pro
@ragegaze3482,"I haven't seen the video yet so im going to see what your take is but my take on the saying ""hard work beats talent"" is more accurate if you say. ""hard work beats talent, but nothing beats talent + hard work"" Hard work can only get you so far if untalented, talent can only get you so far if not hard working, but combined they are a monster.",1 year ago,0,False,Neutral
@lonew2657,"To quote a Navy seal: You need to be tough enough. You need to smart enough. You need to be strong enough. But at the end of the day you need to just not give up. So your formula will be , and is flawed.",1 year ago,0,False,Pro
@jeffreymoses7131,Don't overthink it... just grind.,1 year ago,0,False,Pro
@linhtetaung5534,"Don't listen to him everybody life is different don't focus on other focus yourselves.
Some people is perfect Some people is not ok you maybe not talent but you still outwork everyday ok life is suffering you need to suffered, suffering is only way to learn life don't wish to be easy life pray for the strength to endure a diffcult one so talented or not you need to still hardwork to regret nothing in your life so grind till the end brother's 🪖",1 year ago,0,False,Pro
@ttsait,"I hate to be that guy, but isnt the full sub context of ""hard work beats talent"" simply ""hard work without talent beats talent without hard work""? Because I feel like that is whats implied",1 year ago,1,False,Neutral
@tonyRadaM,"no matter how much you train soccer, years and years you will never be beat Messi",1 year ago,1,False,Contra
@Shinpatintantoun_uwaaa1,"8 years ago I stopped drawing.
I came back somehow leagues beyond what I could do.

Not sure if this is raw talent or luck, but I've also came to the conclusion that hardwork can never beat talent, talent just seems to grow on its own despite it not being used..",2 months ago,0,False,Contra
@justvibing2497,"Very true video, people try to use tom brady but his talented. My bro didn't study but will pass test",1 year ago,0,False,Pro
@jacobjensen7704,"Not a big fan of the clickbait title, but nevertheless a very important message. Practice isn’t useful for increasing your abilities if it’s not deliberate practice.",1 year ago,1,False,Pro
@hiraijo1582,Mozart became Mozart because he started at the age of three.,5 months ago,0,True,Contra
@SayedMohammadMinhajUdDin,"All in all it can be said that it should be a combination of both which can pronounced as right work. However, it is subjective and differ from individual to individual as rightly argued by justin. By the way this whole debate depends upon the final outcome and since there is no one way to achieve it one can tailormade the process as per there need. I think one of the best way to do is to simplify the things that you are in as much as possible. Because this hardwork and smartwork debates in terms of outcome are relative measures  which depends on competitors and many times it is almost impossible to know to whom you are competing (means how talented they are or how much effort they are making). In such situations simplification of your work with best doable effort (ofcourse inferred from some proven process) from your side would be the most appropriate approach.

Take the example of one if the India's toughest exam IIT JEE. Lakhs of aspirants are writing this exams.  There are hundreds of coaching classes each differ in terms of faculty and the stragey that they provide. In such situation how an individual aspirant would know what would be the best strategy. There this strategy of simplification of work would probably the most suitable one. 

As Albert Einstein has rightly said "" If you cannot explain it simply, you don't understand it well enough"".",1 year ago,0,False,Neutral
@mellowado6184,"I'm 4'11''. If there was more time in the day for me to work harder, I'd be playing center for the Lakers.",1 year ago,1,False,Pro
@lionlikemessenger,"Hard Work vs. Talent: Jimmy Butler vs. Carmelo Anthony, essentially.",1 year ago,1,False,Pro
@kazumaa7093,Build your own talent,1 year ago,0,False,Pro
@uvuvuwewenyetwe644,"The clearest example of this are MOBAS, I have seen people that played for more than 10 years Dota and they are still in herald or guardian, and people that just played for 2 or 3 years in the highest ranks.",1 year ago,1,False,Pro
@therealjordiano,"What you're saying makes sense, but I think the original idea of talent > hard work that you're going with, is using the wrong definition of hard work. 

In the question of which is better, talent or hard work, my understanding is that this is a contest between innate ability to do something, and working to give yourself the ability to do something. So it's a direct comparison between what you're given when you're born and what you create on your own, with your own hands, that has not been given to you. Therefore the hard-work side of things, in this ""contest"", is not actually defined so precisely as to distinguish hard from smart work. Both 'hard' and 'smart' work will fall under the term 'hard work' here, because ultimately its just a contest between what you gain vs what you were given, not how you gain it. 

Still I like the enthusiasm and the level of detail here, cool vid",1 year ago,0,False,Neutral
@NelsonStJames,"In general hard work only beats talent that doesn't work, but this isn't necessarily the case for all endeavors and particularly not those areas where success is dependent on the genetics, or the whims of culture.  An attractive person will usually garner success in entertainment over a talented person that isn't that attractive.  An individual with the right build for certain sports will always be better at those sports than someone that isn't even if they only put in minimal effort.",1 year ago,0,False,Contra
@Lemurai,"Hard work did matter once, but nowadays it’s how many shallow, loose knit & disingenuous connections you make in order to get ahead. Sad because it leads to incompetence on the job & ends up getting the individual fired/removed from their position. However, in my case, hard work, equals self employment, I’ll tell anyone, if you’re willing to put so much effort into a focused point, it might as well be something thats putting your money in your pocket. But I’m sorry, when I went through engineering, “talent” meant nothing,  even the “smartest” people failed, that’s why I did appreciate the coursework, it was a literal weed out all the way through, forcing everyone to “work hard”, you had no choice, the coursework was devilishly hard & sometimes a mind fck, structures in a way that you absolutely had to have read everything to the finest detail, smarts alone couldn’t tackle the type of abstract concepts we had to deal with, you had to know the material through & through.",1 year ago,1,False,Pro
@brandonroque2226,"Well if hard work is all that I have then I might as well work hard and not worry about who has or hasn't talent.

Next video.",1 year ago,1,False,Pro
@AmaanShaikh-l2k,"""Hard work doesn't beat talent when talent doesn't work hard"", but what if talent did work hard which in my cases it does I don't know who came up with this weird quote because whoever did has put those considered talented to a pedestal above humanity giving them a pseudo-god like status thinking they have it easy for them than the rest and the only way to beat them is to slog like a slave because no matter how much you try they will be faster than you at solving problems even though those problems are very difficult for everyone maybe this is because of media and hollywood a remember seeing stint of tis movie on youtube where a genitor working in a US university starts solving a unsolved math problem that most university professor could not solve just because he was a prodigy",1 year ago,2,False,Pro
@hosseinhj9056,"To summarize the video, hard work only works if you're doing right kind of work",1 year ago,0,False,Neutral
@AuthenticwandererINFP,So what should someone do then?,1 year ago,0,False,Neutral
@kristianegan9951,Video begins at 4:20,1 year ago,0,False,Pro
@marioCrespoColorado92,God given talent is unbeatable. Luis Miguel is a natural talent singer #luismi he’s a once lifetime talent he’s a monster vocalist,1 year ago,0,False,Contra
@linguavoice,this is your reality in my reality hard work often beats talent.,1 year ago,0,False,Pro
@minetime6881,"12:12 I have wondered if the straight A students that put in less than 2 hours of work a day and also have never looked into effective study techniques may simply be born with a natural proclivity to think of concepts they are learning in higher order ways, which causes them to not need to use many fancy revision techniques. If this theory is true, the rest of us can learn to be like them too!",1 year ago,0,False,Pro
@sprenzy42,I used to believe that working hard beats talent until I watched a video on how beethoven destroyed everyone in piano battle competitions  at the age of 21 and his improvisation would literally knock the socks off of established giants,this month,0,False,Contra
@georgesarreas5509,"I know a lot of people in my line who work longer than I do and probably harder and I make more money just because they did not take the time to check their accounting and tax, how they can pay less in taxes by buying more stuff that helps them be more efficient etc. Find a smart plan then put in the hard work",1 year ago,1,False,Pro
@caleel1234,"Since what people call talent with learning skills is just the ability to just so happen to intuitively use the some correct process, as defined by him",1 year ago,0,True,Pro
@DarkwarriorJ,"Personal experience: It took me 24 years of my life to learn how to walk properly. All the regular walking, PE classes, whatever - effect = 0; self-belief in physical capabilities - plummeting. One year of dedicated interest in swordsmanship + some increasing kinesthetic awareness of where each muscle in my body was and why X positions are desirable... 'wait a minute I should be using these back muscles to walk. Ok wtf how did I miss this my entire goddamn life!?'. A few minutes of curiosity and exploration built off about a month's worth of exploration of the right bodily functions >>>>> 24 years of hard work and experience.",1 year ago,0,False,Pro
@BOO-ii3ni,If i were think like this i would have never achieved anything in life.,1 year ago,1,False,Contra
@ottosaxo,"What you need is knowledge through connections. Even better are parents with knowledge and connections who give you a name and some money and put you into everybody's focus from the moment when you arrive in this world. With that gift, you can afford to finally ""step out of their shadow"" as an angry young talent.",1 year ago,0,False,Contra
@darkglass3011,"Talent = high base stats with no hard work
Low Talent = low base stats with no hard work
Hardwork = adds to base stats
Low Talent + Hard Work > Talent
Low Talent + Hard Work < Talent + Hard Work",1 year ago,0,False,Pro
@medes1062,"the question you should ask instead is which is more easily obtainable, hard work or talent? if hard work is more easily attainable, then talent beats hard work. 'hard work beats talent', you see those words thrown around because most of the time people around them are not working hard, because such is life, most people aren't at places they want to be or they are content, working hard is a chore. however, for competitors who compete at the highest level know this for a fact that talent is EVERYTHING, simply because it's a game that everyone WANTS to win, so naturally 100% hard work is put in, and talent and luck are  the only real variables. so really, talent only matters if you want to be 1st place, like Google, Facebook, Meta etc. but most of the time, hard work is enough, because people aren't competing, they are just living life :)",1 year ago,0,False,Pro
